RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
11455,13416,STANDARD,NEWPORT,NY,PRIMARY,43.18,-75.01,0.18,-0.7,0.68,NA,US,"Newport, NY",NA-US-NY-NEWPORT,FALSE,966,1733,32331770,18656.5,
11458,13122,STANDARD,NEW WOODSTOCK,NY,PRIMARY,42.84,-75.85,0.17,-0.71,0.68,NA,US,"New Woodstock, NY",NA-US-NY-NEW WOODSTOCK,FALSE,488,911,17428334,19131,
11461,13417,STANDARD,NEW YORK MILLS,NY,PRIMARY,43.1,-75.29,0.18,-0.7,0.68,NA,US,"New York Mills, NY",NA-US-NY-NEW YORK MILLS,FALSE,1744,2653,51117593,19267.8,
11464,13812,STANDARD,NICHOLS,NY,PRIMARY,42,-77.26,0.16,-0.72,0.66,NA,US,"Nichols, NY",NA-US-NY-NICHOLS,FALSE,1057,1895,33249860,17546.1,
11471,13813,STANDARD,NINEVEH,NY,PRIMARY,42.19,-75.6,0.18,-0.71,0.67,NA,US,"Nineveh, NY",NA-US-NY-NINEVEH,FALSE,434,766,11627514,15179.5,
11474,12130,STANDARD,NIVERVILLE,NY,PRIMARY,42.44,-73.64,0.2,-0.7,0.67,NA,US,"Niverville, NY",NA-US-NY-NIVERVILLE,FALSE,590,995,20184359,20285.8,
11475,13667,STANDARD,NORFOLK,NY,PRIMARY,44.8,-74.98,0.18,-0.68,0.7,NA,US,"Norfolk, NY",NA-US-NY-NORFOLK,FALSE,1432,2539,42749817,16837.3,
11477,12966,STANDARD,NORTH BANGOR,NY,PRIMARY,44.79,-74.41,0.19,-0.68,0.7,NA,US,"North Bangor, NY",NA-US-NY-NORTH BANGOR,FALSE,1220,2234,37357656,16722.3,
11480,13123,PO BOX,NORTH BAY,NY,PRIMARY,43.22,-75.79,0.17,-0.7,0.68,NA,US,"North Bay, NY",NA-US-NY-NORTH BAY,FALSE,258,451,5933714,13156.8,
11484,12853,STANDARD,NORTH CREEK,NY,PRIMARY,43.69,-73.98,0.19,-0.69,0.69,NA,US,"North Creek, NY",NA-US-NY-NORTH CREEK,FALSE,650,1136,16958019,14927.8,
11493,12967,STANDARD,NORTH LAWRENCE,NY,PRIMARY,44.76,-74.65,0.18,-0.68,0.7,NA,US,"North Lawrence, NY",NA-US-NY-NORTH LAWRENCE,FALSE,482,857,13210926,15415.3,
11498,12134,STANDARD,NORTHVILLE,NY,PRIMARY,43.22,-74.17,0.19,-0.7,0.68,NA,US,"Northville, NY",NA-US-NY-NORTHVILLE,FALSE,1772,3112,51559912,16568.1,
11500,13815,STANDARD,NORWICH,NY,PRIMARY,42.53,-75.52,0.18,-0.71,0.67,NA,US,"Norwich, NY",NA-US-NY-NORWICH,FALSE,6102,10438,186077517,17826.9,
11505,13668,STANDARD,NORWOOD,NY,PRIMARY,44.74,-74.99,0.18,-0.68,0.7,NA,US,"Norwood, NY",NA-US-NY-NORWOOD,FALSE,1467,2591,47386113,18288.7,
11510,13669,STANDARD,OGDENSBURG,NY,PRIMARY,44.7,-75.47,0.17,-0.68,0.7,NA,US,"Ogdensburg, NY",NA-US-NY-OGDENSBURG,FALSE,6846,11813,219155447,18552.1,
11513,12136,STANDARD,OLD CHATHAM,NY,PRIMARY,42.42,-73.56,0.2,-0.7,0.67,NA,US,"Old Chatham, NY",NA-US-NY-OLD CHATHAM,FALSE,463,776,20891334,26921.8,
11514,13420,STANDARD,OLD FORGE,NY,PRIMARY,43.71,-74.97,0.18,-0.69,0.69,NA,US,"Old Forge, NY",NA-US-NY-OLD FORGE,FALSE,821,1361,20604918,15139.5,
11516,12857,STANDARD,OLMSTEDVILLE,NY,PRIMARY,43.86,-74.06,0.19,-0.69,0.69,NA,US,"Olmstedville, NY",NA-US-NY-OLMSTEDVILLE,FALSE,299,512,7057434,13784.1,
11517,13421,STANDARD,ONEIDA,NY,PRIMARY,43.08,-75.65,0.18,-0.7,0.68,NA,US,"Oneida, NY",NA-US-NY-ONEIDA,FALSE,6393,10880,204623953,18807.3,
11522,13820,STANDARD,ONEONTA,NY,PRIMARY,42.45,-75.06,0.19,-0.71,0.67,NA,US,"Oneonta, NY",NA-US-NY-ONEONTA,FALSE,7979,13019,251677552,19331.6,
11527,13424,STANDARD,ORISKANY,NY,PRIMARY,43.15,-75.33,0.18,-0.7,0.68,NA,US,"Oriskany, NY",NA-US-NY-ORISKANY,FALSE,1114,1939,40270755,20768.8,
11528,13425,STANDARD,ORISKANY FALLS,NY,PRIMARY,42.93,-75.46,0.18,-0.7,0.68,NA,US,"Oriskany Falls, NY",NA-US-NY-ORISKANY FALLS,FALSE,873,1497,26468708,17681.2,
11532,13126,STANDARD,OSWEGO,NY,PRIMARY,43.45,-76.5,0.16,-0.7,0.68,NA,US,"Oswego, NY",NA-US-NY-OSWEGO,FALSE,14548,25103,513289414,20447.3,
11544,13825,STANDARD,OTEGO,NY,PRIMARY,42.39,-75.17,0.18,-0.71,0.67,NA,US,"Otego, NY",NA-US-NY-OTEGO,FALSE,1589,2810,44986141,16009.3,
11546,13827,STANDARD,OWEGO,NY,PRIMARY,42.1,-76.26,0.17,-0.72,0.67,NA,US,"Owego, NY",NA-US-NY-OWEGO,FALSE,5569,9721,193466968,19902,
11557,13830,STANDARD,OXFORD,NY,PRIMARY,42.44,-75.59,0.18,-0.71,0.67,NA,US,"Oxford, NY",NA-US-NY-OXFORD,FALSE,2188,3854,63630529,16510.3,
11563,13428,STANDARD,PALATINE BRIDGE,NY,PRIMARY,42.91,-74.57,0.19,-0.7,0.68,NA,US,"Palatine Bridge, NY",NA-US-NY-PALATINE BRIDGE,FALSE,635,1105,18173085,16446.2,
11567,13131,STANDARD,PARISH,NY,PRIMARY,43.4,-76.12,0.17,-0.7,0.68,NA,US,"Parish, NY",NA-US-NY-PARISH,FALSE,1720,3092,58676052,18976.7,
11569,13672,STANDARD,PARISHVILLE,NY,PRIMARY,44.63,-74.82,0.18,-0.68,0.7,NA,US,"Parishville, NY",NA-US-NY-PARISHVILLE,FALSE,374,625,10521205,16833.9,
11570,12137,STANDARD,PATTERSONVILLE,NY,PRIMARY,42.84,-74.13,0.2,-0.7,0.68,NA,US,"Pattersonville, NY",NA-US-NY-PATTERSONVILLE,FALSE,918,1611,39428031,24474.3,
11574,13132,STANDARD,PENNELLVILLE,NY,PRIMARY,43.26,-76.24,0.17,-0.7,0.68,NA,US,"Pennellville, NY",NA-US-NY-PENNELLVILLE,FALSE,1968,3516,72968697,20753.3,
11575,12972,STANDARD,PERU,NY,PRIMARY,44.58,-73.53,0.2,-0.68,0.7,NA,US,"Peru, NY",NA-US-NY-PERU,FALSE,3005,5527,117490928,21257.6,
11579,12138,STANDARD,PETERSBURG,NY,PRIMARY,42.72,-73.36,0.21,-0.7,0.67,NA,US,"Petersburg, NY",NA-US-NY-PETERSBURG,FALSE,1354,2425,49760744,20519.9,
11583,13673,STANDARD,PHILADELPHIA,NY,PRIMARY,44.15,-75.7,0.17,-0.69,0.69,NA,US,"Philadelphia, NY",NA-US-NY-PHILADELPHIA,FALSE,1002,1866,32240670,17278,
11585,13135,STANDARD,PHOENIX,NY,PRIMARY,43.23,-76.29,0.17,-0.7,0.68,NA,US,"Phoenix, NY",NA-US-NY-PHOENIX,FALSE,3107,5559,117704026,21173.6,
11595,12901,STANDARD,PLATTSBURGH,NY,PRIMARY,44.69,-73.45,0.2,-0.68,0.7,NA,US,"Plattsburgh, NY",NA-US-NY-PLATTSBURGH,FALSE,14502,23334,470826261,20177.7,
11598,12903,STANDARD,PLATTSBURGH,NY,PRIMARY,44.69,-73.45,0.2,-0.68,0.7,NA,US,"Plattsburgh, NY",NA-US-NY-PLATTSBURGH,FALSE,660,1025,21466230,20942.7,
11599,13832,STANDARD,PLYMOUTH,NY,PRIMARY,42.61,-75.6,0.18,-0.71,0.67,NA,US,"Plymouth, NY",NA-US-NY-PLYMOUTH,FALSE,302,549,7667352,13966,
11601,12140,STANDARD,POESTENKILL,NY,PRIMARY,42.69,-73.56,0.2,-0.7,0.67,NA,US,"Poestenkill, NY",NA-US-NY-POESTENKILL,FALSE,866,1561,40462741,25921,
11602,13431,STANDARD,POLAND,NY,PRIMARY,43.22,-75.06,0.18,-0.7,0.68,NA,US,"Poland, NY",NA-US-NY-POLAND,FALSE,899,1641,31559051,19231.6,
11607,13140,STANDARD,PORT BYRON,NY,PRIMARY,43.03,-76.62,0.16,-0.71,0.68,NA,US,"Port Byron, NY",NA-US-NY-PORT BYRON,FALSE,2034,3556,59736143,16798.7,
11609,13833,STANDARD,PORT CRANE,NY,PRIMARY,42.16,-75.83,0.18,-0.71,0.67,NA,US,"Port Crane, NY",NA-US-NY-PORT CRANE,FALSE,2016,3541,67292147,19003.7,
11613,12859,STANDARD,PORTER CORNERS,NY,PRIMARY,43.14,-73.88,0.2,-0.7,0.68,NA,US,"Porter Corners, NY",NA-US-NY-PORTER CORNERS,FALSE,1005,1819,39557610,21746.9,
11615,12974,STANDARD,PORT HENRY,NY,PRIMARY,44.04,-73.46,0.2,-0.68,0.69,NA,US,"Port Henry, NY",NA-US-NY-PORT HENRY,FALSE,736,1235,20572180,16657.6,
11618,13433,STANDARD,PORT LEYDEN,NY,PRIMARY,43.58,-75.34,0.18,-0.7,0.68,NA,US,"Port Leyden, NY",NA-US-NY-PORT LEYDEN,FALSE,715,1261,17579742,13941.1,
11623,13676,STANDARD,POTSDAM,NY,PRIMARY,44.66,-74.98,0.18,-0.68,0.7,NA,US,"Potsdam, NY",NA-US-NY-POTSDAM,FALSE,5068,8585,171680430,19997.7,
11633,12860,STANDARD,POTTERSVILLE,NY,PRIMARY,43.69,-73.75,0.2,-0.69,0.69,NA,US,"Pottersville, NY",NA-US-NY-POTTERSVILLE,FALSE,394,664,8754288,13184.2,
11634,13141,STANDARD,PREBLE,NY,PRIMARY,42.73,-76.14,0.17,-0.71,0.67,NA,US,"Preble, NY",NA-US-NY-PREBLE,FALSE,356,596,10957863,18385.7,
11636,13142,STANDARD,PULASKI,NY,PRIMARY,43.56,-76.12,0.17,-0.7,0.68,NA,US,"Pulaski, NY",NA-US-NY-PULASKI,FALSE,2865,5052,92214071,18253,
11639,12861,STANDARD,PUTNAM STATION,NY,PRIMARY,43.75,-73.41,0.2,-0.69,0.69,NA,US,"Putnam Station, NY",NA-US-NY-PUTNAM STATION,FALSE,278,496,10955591,22087.9,
11646,12143,STANDARD,RAVENA,NY,PRIMARY,42.47,-73.81,0.2,-0.7,0.67,NA,US,"Ravena, NY",NA-US-NY-RAVENA,FALSE,2562,4366,95785638,21939,
11649,13143,STANDARD,RED CREEK,NY,PRIMARY,43.24,-76.72,0.16,-0.7,0.68,NA,US,"Red Creek, NY",NA-US-NY-RED CREEK,FALSE,1244,2244,38693619,17243.1,
11652,13679,STANDARD,REDWOOD,NY,PRIMARY,44.32,-75.77,0.17,-0.69,0.69,NA,US,"Redwood, NY",NA-US-NY-REDWOOD,FALSE,818,1510,25696407,17017.5,
11653,13438,STANDARD,REMSEN,NY,PRIMARY,43.32,-75.18,0.18,-0.7,0.68,NA,US,"Remsen, NY",NA-US-NY-REMSEN,FALSE,1665,2899,57511036,19838.2,
11655,12144,STANDARD,RENSSELAER,NY,PRIMARY,42.64,-73.73,0.2,-0.7,0.67,NA,US,"Rensselaer, NY",NA-US-NY-RENSSELAER,FALSE,10317,16674,405944393,24346,
11657,13680,STANDARD,RENSSELAER FALLS,NY,PRIMARY,44.59,-75.32,0.18,-0.68,0.7,NA,US,"Rensselaer Falls, NY",NA-US-NY-RENSSELAER FALLS,FALSE,458,838,13691280,16338,
11659,12147,STANDARD,RENSSELAERVILLE,NY,PRIMARY,42.51,-74.15,0.2,-0.7,0.67,NA,US,"Rensselaerville, NY",NA-US-NY-RENSSELAERVILLE,FALSE,303,513,10881138,21210.8,
11661,12148,STANDARD,REXFORD,NY,PRIMARY,42.84,-73.85,0.2,-0.7,0.68,NA,US,"Rexford, NY",NA-US-NY-REXFORD,FALSE,2224,4162,140300409,33709.9,
11666,13439,STANDARD,RICHFIELD SPRINGS,NY,PRIMARY,42.85,-74.98,0.18,-0.7,0.68,NA,US,"Richfield Springs, NY",NA-US-NY-RICHFIELD SPRINGS,FALSE,1828,3180,48960238,15396.3,
11674,13835,STANDARD,RICHFORD,NY,PRIMARY,42.35,-76.2,0.17,-0.71,0.67,NA,US,"Richford, NY",NA-US-NY-RICHFORD,FALSE,653,1129,19748141,17491.7,
11676,13144,STANDARD,RICHLAND,NY,PRIMARY,43.57,-75.97,0.17,-0.7,0.68,NA,US,"Richland, NY",NA-US-NY-RICHLAND,FALSE,542,991,15472083,15612.6,
11677,12149,STANDARD,RICHMONDVILLE,NY,PRIMARY,42.63,-74.56,0.19,-0.7,0.67,NA,US,"Richmondville, NY",NA-US-NY-RICHMONDVILLE,FALSE,961,1687,31303845,18555.9,
11679,13681,STANDARD,RICHVILLE,NY,PRIMARY,44.41,-75.39,0.18,-0.69,0.69,NA,US,"Richville, NY",NA-US-NY-RICHVILLE,FALSE,373,725,11305129,15593.3,
11681,12863,STANDARD,ROCK CITY FALLS,NY,PRIMARY,43.06,-73.92,0.2,-0.7,0.68,NA,US,"Rock City Falls, NY",NA-US-NY-ROCK CITY FALLS,FALSE,323,529,11269475,21303.4,
11683,13682,STANDARD,RODMAN,NY,PRIMARY,43.81,-75.81,0.17,-0.69,0.69,NA,US,"Rodman, NY",NA-US-NY-RODMAN,FALSE,417,771,15357700,19919.2,
11685,13440,STANDARD,ROME,NY,PRIMARY,43.21,-75.47,0.18,-0.7,0.68,NA,US,"Rome, NY",NA-US-NY-ROME,FALSE,18712,31499,589434231,18712.8,
11700,13442,PO BOX,ROME,NY,PRIMARY,43.21,-75.47,0.18,-0.7,0.68,NA,US,"Rome, NY",NA-US-NY-ROME,FALSE,627,936,18582419,19853,
11704,12150,STANDARD,ROTTERDAM JUNCTION,NY,PRIMARY,42.87,-74.04,0.2,-0.7,0.68,NA,US,"Rotterdam Junction, NY",NA-US-NY-ROTTERDAM JUNCTION,FALSE,477,812,17496238,21547.1,
11706,12151,STANDARD,ROUND LAKE,NY,PRIMARY,42.93,-73.79,0.2,-0.7,0.68,NA,US,"Round Lake, NY",NA-US-NY-ROUND LAKE,FALSE,455,731,18192730,24887.5,
11709,12979,STANDARD,ROUSES POINT,NY,PRIMARY,44.99,-73.36,0.2,-0.67,0.7,NA,US,"Rouses Point, NY",NA-US-NY-ROUSES POINT,FALSE,1224,2045,44694393,21855.4,
11710,13684,STANDARD,RUSSELL,NY,PRIMARY,44.36,-75.04,0.18,-0.69,0.69,NA,US,"Russell, NY",NA-US-NY-RUSSELL,FALSE,473,879,14919286,16973,
11716,13685,STANDARD,SACKETS HARBOR,NY,PRIMARY,43.94,-76.12,0.17,-0.69,0.69,NA,US,"Sackets Harbor, NY",NA-US-NY-SACKETS HARBOR,FALSE,1105,1889,44848639,23742,
11720,13452,STANDARD,SAINT JOHNSVILLE,NY,PRIMARY,43,-74.67,0.19,-0.7,0.68,NA,US,"Saint Johnsville, NY",NA-US-NY-SAINT JOHNSVILLE,FALSE,1976,3503,57252442,16343.8,
11727,12980,STANDARD,SAINT REGIS FALLS,NY,PRIMARY,44.49,-74.53,0.19,-0.68,0.7,NA,US,"Saint Regis Falls, NY",NA-US-NY-SAINT REGIS FALLS,FALSE,600,1047,16919759,16160.2,
11730,12865,STANDARD,SALEM,NY,PRIMARY,43.17,-73.32,0.2,-0.69,0.68,NA,US,"Salem, NY",NA-US-NY-SALEM,FALSE,1700,2966,52093678,17563.6,
11736,13454,STANDARD,SALISBURY CENTER,NY,PRIMARY,43.23,-74.79,0.19,-0.7,0.68,NA,US,"Salisbury Center, NY",NA-US-NY-SALISBURY CENTER,FALSE,371,676,9937315,14700.2,
11738,12153,STANDARD,SAND LAKE,NY,PRIMARY,42.63,-73.49,0.2,-0.7,0.67,NA,US,"Sand Lake, NY",NA-US-NY-SAND LAKE,FALSE,534,896,20425995,22796.9,
11740,13145,STANDARD,SANDY CREEK,NY,PRIMARY,43.64,-76.08,0.17,-0.7,0.69,NA,US,"Sandy Creek, NY",NA-US-NY-SANDY CREEK,FALSE,839,1493,26033539,17437.1,
11742,12981,STANDARD,SARANAC,NY,PRIMARY,44.67,-73.82,0.19,-0.68,0.7,NA,US,"Saranac, NY",NA-US-NY-SARANAC,FALSE,1105,1955,37448317,19155.1,
11743,12983,STANDARD,SARANAC LAKE,NY,PRIMARY,44.32,-74.13,0.19,-0.68,0.69,NA,US,"Saranac Lake, NY",NA-US-NY-SARANAC LAKE,FALSE,3696,5950,114385320,19224.4,
11746,12866,STANDARD,SARATOGA SPRINGS,NY,PRIMARY,43.06,-73.77,0.2,-0.7,0.68,NA,US,"Saratoga Springs, NY",NA-US-NY-SARATOGA SPRINGS,FALSE,18183,29758,1017783648,34202,
11748,13456,STANDARD,SAUQUOIT,NY,PRIMARY,43,-75.26,0.18,-0.7,0.68,NA,US,"Sauquoit, NY",NA-US-NY-SAUQUOIT,FALSE,2013,3560,75509506,21210.5,
11750,13146,STANDARD,SAVANNAH,NY,PRIMARY,43.09,-76.75,0.16,-0.71,0.68,NA,US,"Savannah, NY",NA-US-NY-SAVANNAH,FALSE,953,1756,27963650,15924.6,
11751,12154,STANDARD,SCHAGHTICOKE,NY,PRIMARY,42.89,-73.58,0.2,-0.7,0.68,NA,US,"Schaghticoke, NY",NA-US-NY-SCHAGHTICOKE,FALSE,1416,2549,60872277,23880.8,
11756,12301,PO BOX,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,412,672,48296750,71870.2,
11757,12302,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,14052,24396,585067790,23982.1,
11763,12303,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,14620,25053,586523809,23411.3,
11765,12304,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,10086,16525,309449169,18726.1,
11768,12305,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,1910,2473,44170297,17861,
11770,12306,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,13386,22412,493242697,22008,
11776,12307,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,2669,4565,49559600,10856.4,
11778,12308,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,6242,10086,192575140,19093.3,
11780,12309,STANDARD,SCHENECTADY,NY,PRIMARY,42.8,-73.92,0.2,-0.7,0.67,NA,US,"Schenectady, NY",NA-US-NY-SCHENECTADY,FALSE,15130,26897,829480997,30839.2,
11790,12155,STANDARD,SCHENEVUS,NY,PRIMARY,42.54,-74.82,0.19,-0.71,0.67,NA,US,"Schenevus, NY",NA-US-NY-SCHENEVUS,FALSE,782,1378,22636112,16426.8,
11795,12156,STANDARD,SCHODACK LANDING,NY,PRIMARY,42.47,-73.74,0.2,-0.7,0.67,NA,US,"Schodack Landing, NY",NA-US-NY-SCHODACK LANDING,FALSE,435,729,17885953,24534.9,
11797,12157,STANDARD,SCHOHARIE,NY,PRIMARY,42.66,-74.31,0.19,-0.7,0.67,NA,US,"Schoharie, NY",NA-US-NY-SCHOHARIE,FALSE,1937,3363,68351657,20324.6,
11798,12870,STANDARD,SCHROON LAKE,NY,PRIMARY,43.83,-73.73,0.2,-0.69,0.69,NA,US,"Schroon Lake, NY",NA-US-NY-SCHROON LAKE,FALSE,824,1459,20418000,13994.5,
11800,12985,STANDARD,SCHUYLER FALLS,NY,PRIMARY,44.55,-73.75,0.19,-0.68,0.7,NA,US,"Schuyler Falls, NY",NA-US-NY-SCHUYLER FALLS,FALSE,529,931,16204574,17405.6,
11805,12871,STANDARD,SCHUYLERVILLE,NY,PRIMARY,43.1,-73.58,0.2,-0.7,0.68,NA,US,"Schuylerville, NY",NA-US-NY-SCHUYLERVILLE,FALSE,1912,3391,70321403,20737.7,
11809,13147,STANDARD,SCIPIO CENTER,NY,PRIMARY,42.78,-76.55,0.17,-0.71,0.67,NA,US,"Scipio Center, NY",NA-US-NY-SCIPIO CENTER,FALSE,536,955,16296340,17064.2,
11815,12158,STANDARD,SELKIRK,NY,PRIMARY,42.53,-73.8,0.2,-0.7,0.67,NA,US,"Selkirk, NY",NA-US-NY-SELKIRK,FALSE,3052,5434,143180159,26348.9,
11817,13148,STANDARD,SENECA FALLS,NY,PRIMARY,42.91,-76.79,0.16,-0.71,0.68,NA,US,"Seneca Falls, NY",NA-US-NY-SENECA FALLS,FALSE,5065,8643,165472891,19145.3,
11821,13459,STANDARD,SHARON SPRINGS,NY,PRIMARY,42.79,-74.61,0.19,-0.7,0.67,NA,US,"Sharon Springs, NY",NA-US-NY-SHARON SPRINGS,FALSE,979,1759,27576628,15677.4,
11823,13460,STANDARD,SHERBURNE,NY,PRIMARY,42.67,-75.49,0.18,-0.71,0.67,NA,US,"Sherburne, NY",NA-US-NY-SHERBURNE,FALSE,2069,3658,58623293,16026.1,
11824,13461,STANDARD,SHERRILL,NY,PRIMARY,43.07,-75.59,0.18,-0.7,0.68,NA,US,"Sherrill, NY",NA-US-NY-SHERRILL,FALSE,1602,2789,59001688,21155.1,
11825,12873,STANDARD,SHUSHAN,NY,PRIMARY,43.12,-73.3,0.2,-0.69,0.68,NA,US,"Shushan, NY",NA-US-NY-SHUSHAN,FALSE,376,639,10792237,16889.3,
11827,13838,STANDARD,SIDNEY,NY,PRIMARY,42.31,-75.39,0.18,-0.71,0.67,NA,US,"Sidney, NY",NA-US-NY-SIDNEY,FALSE,2059,3464,61795632,17839.4,
11828,13839,STANDARD,SIDNEY CENTER,NY,PRIMARY,42.29,-75.25,0.18,-0.71,0.67,NA,US,"Sidney Center, NY",NA-US-NY-SIDNEY CENTER,FALSE,608,1088,18102112,16638,
11835,13152,STANDARD,SKANEATELES,NY,PRIMARY,42.94,-76.42,0.17,-0.71,0.68,NA,US,"Skaneateles, NY",NA-US-NY-SKANEATELES,FALSE,4065,7233,230382444,31851.6,
11841,13153,PO BOX,SKANEATELES FALLS,NY,PRIMARY,42.99,-76.45,0.17,-0.71,0.68,NA,US,"Skaneateles Falls, NY",NA-US-NY-SKANEATELES FALLS,FALSE,253,414,7957434,19220.9,
11844,12159,STANDARD,SLINGERLANDS,NY,PRIMARY,42.64,-73.88,0.2,-0.7,0.67,NA,US,"Slingerlands, NY",NA-US-NY-SLINGERLANDS,FALSE,4229,7475,289760182,38763.9,
11845,12160,STANDARD,SLOANSVILLE,NY,PRIMARY,42.76,-74.37,0.19,-0.7,0.67,NA,US,"Sloansville, NY",NA-US-NY-SLOANSVILLE,FALSE,423,783,15819825,20204.1,
11848,13464,STANDARD,SMYRNA,NY,PRIMARY,42.68,-75.56,0.18,-0.71,0.67,NA,US,"Smyrna, NY",NA-US-NY-SMYRNA,FALSE,478,851,12885849,15142,
11854,13687,STANDARD,SOUTH COLTON,NY,PRIMARY,44.5,-74.88,0.18,-0.68,0.7,NA,US,"South Colton, NY",NA-US-NY-SOUTH COLTON,FALSE,272,461,7666381,16629.9,
11857,13843,STANDARD,SOUTH NEW BERLIN,NY,PRIMARY,42.53,-75.35,0.18,-0.71,0.67,NA,US,"South New Berlin, NY",NA-US-NY-SOUTH NEW BERLIN,FALSE,791,1424,22403973,15733.1,
11864,13155,STANDARD,SOUTH OTSELIC,NY,PRIMARY,42.65,-75.78,0.18,-0.71,0.67,NA,US,"South Otselic, NY",NA-US-NY-SOUTH OTSELIC,FALSE,274,505,7121523,14102,
11865,13844,STANDARD,SOUTH PLYMOUTH,NY,PRIMARY,42.58,-75.56,0.18,-0.71,0.67,NA,US,"South Plymouth, NY",NA-US-NY-SOUTH PLYMOUTH,FALSE,344,617,9166963,14857.3,
11869,12164,STANDARD,SPECULATOR,NY,PRIMARY,43.58,-74.38,0.19,-0.69,0.68,NA,US,"Speculator, NY",NA-US-NY-SPECULATOR,FALSE,286,503,7442542,14796.3,
11871,12166,STANDARD,SPRAKERS,NY,PRIMARY,42.83,-74.45,0.19,-0.7,0.67,NA,US,"Sprakers, NY",NA-US-NY-SPRAKERS,FALSE,655,1156,20456475,17695.9,
11876,13468,STANDARD,SPRINGFIELD CENTER,NY,PRIMARY,42.82,-74.87,0.19,-0.7,0.67,NA,US,"Springfield Center, NY",NA-US-NY-SPRINGFIELD CENTER,FALSE,259,436,7129053,16351,
11879,12167,STANDARD,STAMFORD,NY,PRIMARY,42.4,-74.61,0.19,-0.71,0.67,NA,US,"Stamford, NY",NA-US-NY-STAMFORD,FALSE,1161,1982,30834288,15557.2,
11882,13690,STANDARD,STAR LAKE,NY,PRIMARY,44.16,-75.03,0.18,-0.69,0.69,NA,US,"Star Lake, NY",NA-US-NY-STAR LAKE,FALSE,403,726,11668199,16071.9,
11884,12168,STANDARD,STEPHENTOWN,NY,PRIMARY,42.54,-73.44,0.2,-0.7,0.67,NA,US,"Stephentown, NY",NA-US-NY-STEPHENTOWN,FALSE,958,1639,32261983,19683.9,
11887,13156,STANDARD,STERLING,NY,PRIMARY,43.32,-76.64,0.16,-0.7,0.68,NA,US,"Sterling, NY",NA-US-NY-STERLING,FALSE,792,1413,26606933,18830.1,
11888,12170,STANDARD,STILLWATER,NY,PRIMARY,42.95,-73.64,0.2,-0.7,0.68,NA,US,"Stillwater, NY",NA-US-NY-STILLWATER,FALSE,2486,4428,99140975,22389.6,
11890,13469,STANDARD,STITTVILLE,NY,PRIMARY,43.22,-75.28,0.18,-0.7,0.68,NA,US,"Stittville, NY",NA-US-NY-STITTVILLE,FALSE,363,656,15400426,23476.3,
11891,12878,STANDARD,STONY CREEK,NY,PRIMARY,43.42,-74.03,0.19,-0.69,0.68,NA,US,"Stony Creek, NY",NA-US-NY-STONY CREEK,FALSE,324,553,8797784,15909.2,
11892,12172,PO BOX,STOTTVILLE,NY,PRIMARY,42.28,-73.75,0.2,-0.71,0.67,NA,US,"Stottville, NY",NA-US-NY-STOTTVILLE,FALSE,338,552,9260540,16776.3,
11893,13470,STANDARD,STRATFORD,NY,PRIMARY,43.18,-74.68,0.19,-0.7,0.68,NA,US,"Stratford, NY",NA-US-NY-STRATFORD,FALSE,294,541,8555242,15813.8,
11894,12173,STANDARD,STUYVESANT,NY,PRIMARY,42.38,-73.76,0.2,-0.7,0.67,NA,US,"Stuyvesant, NY",NA-US-NY-STUYVESANT,FALSE,761,1386,29322557,21156.2,
11898,12175,STANDARD,SUMMIT,NY,PRIMARY,42.58,-74.58,0.19,-0.7,0.67,NA,US,"Summit, NY",NA-US-NY-SUMMIT,FALSE,343,618,10101223,16345,
11899,13157,PO BOX,SYLVAN BEACH,NY,PRIMARY,43.19,-75.73,0.17,-0.7,0.68,NA,US,"Sylvan Beach, NY",NA-US-NY-SYLVAN BEACH,FALSE,412,691,11111378,16080.1,
